Variable_name	Value
Handler_tmp_update	0
Handler_tmp_write	312335379
Handler_update	1261636979
Handler_write	810958072
Innodb_adaptive_hash_hash_searches	0
Innodb_adaptive_hash_non_hash_searches	0
Innodb_async_reads_pending	0
Innodb_async_reads_tasks_running	0
Innodb_async_reads_total_count	452750
Innodb_async_reads_total_enqueues	0
Innodb_async_reads_queue_size	0
Innodb_async_reads_wait_slot_sec	0.000000
Innodb_async_writes_pending	0
Innodb_async_writes_tasks_running	0
Innodb_async_writes_total_count	65285462
Innodb_async_writes_total_enqueues	789148
Innodb_async_writes_queue_size	0
Innodb_async_writes_wait_slot_sec	0.000000
Innodb_background_log_sync	4212
Innodb_buffer_pool_dump_status	
Innodb_buffer_pool_load_status	
Innodb_buffer_pool_resize_status	
Innodb_buffer_pool_load_incomplete	OFF
Innodb_buffer_pool_pages_data	7136861
Innodb_buffer_pool_bytes_data	116930330624
Innodb_buffer_pool_pages_dirty	3174616
Innodb_buffer_pool_bytes_dirty	52012908544
Innodb_buffer_pool_pages_flushed	64798481
Innodb_buffer_pool_pages_free	1699
Innodb_buffer_pool_pages_made_not_young	7388041
Innodb_buffer_pool_pages_made_young	98657253
Innodb_buffer_pool_pages_misc	0
Innodb_buffer_pool_pages_old	2634525
Innodb_buffer_pool_pages_total	7138560
Innodb_buffer_pool_pages_lru_flushed	4416
Innodb_buffer_pool_pages_lru_freed	99700
Innodb_buffer_pool_pages_split	4197368
Innodb_buffer_pool_read_ahead_rnd	0
Innodb_buffer_pool_read_ahead	452750
Innodb_buffer_pool_read_ahead_evicted	0
Innodb_buffer_pool_read_requests	21645448502
Innodb_buffer_pool_reads	4942513
Innodb_buffer_pool_wait_free	0
Innodb_buffer_pool_write_requests	3254565861
Innodb_checkpoint_age	24250553892
Innodb_checkpoint_max_age	27830670336
Innodb_data_fsyncs	14343423
Innodb_data_pending_fsyncs	0
Innodb_data_pending_reads	0
Innodb_data_pending_writes	0
Innodb_data_read	80968843264
Innodb_data_reads	4942566
Innodb_data_writes	65285462
Innodb_data_written	2078702272512
Innodb_dblwr_pages_written	62079173
Innodb_dblwr_writes	486981
Innodb_deadlocks	0
Innodb_history_list_length	0
Innodb_log_waits	0
Innodb_log_write_requests	3100593880
Innodb_log_writes	9000908
Innodb_lsn_current	637882354703
Innodb_lsn_flushed	637882354703
Innodb_lsn_last_checkpoint	613631800811
Innodb_master_thread_active_loops	0
Innodb_master_thread_idle_loops	4212
Innodb_max_trx_id	149177578
Innodb_mem_adaptive_hash	0
Innodb_mem_dictionary	701302536
Innodb_os_log_written	536865441284
Innodb_page_size	16384
Innodb_pages_created	3006289
Innodb_pages_read	4942513
Innodb_pages_written	64798481
Innodb_row_lock_current_waits	0
Innodb_row_lock_time	14930620
Innodb_row_lock_time_avg	8
Innodb_row_lock_time_max	191
Innodb_row_lock_waits	1805467
Innodb_num_open_files	26
Innodb_truncated_status_writes	0
Innodb_available_undo_logs	128
Innodb_undo_truncations	0
Innodb_page_compression_saved	0
Innodb_num_pages_page_compressed	0
Innodb_num_page_compressed_trim_op	0
Innodb_num_pages_page_decompressed	0
Innodb_num_pages_page_compression_error	0
Innodb_num_pages_encrypted	0
Innodb_num_pages_decrypted	0
Innodb_have_lz4	OFF
Innodb_have_lzo	OFF
Innodb_have_lzma	OFF
Innodb_have_bzip2	OFF
Innodb_have_snappy	OFF
Innodb_have_punch_hole	ON
Innodb_instant_alter_column	0
Innodb_onlineddl_rowlog_rows	0
Innodb_onlineddl_rowlog_pct_used	0
Innodb_onlineddl_pct_progress	0
Innodb_encryption_rotation_pages_read_from_cache	0
Innodb_encryption_rotation_pages_read_from_disk	0
Innodb_encryption_rotation_pages_modified	0
Innodb_encryption_rotation_pages_flushed	0
Innodb_encryption_rotation_estimated_iops	0
Innodb_encryption_n_merge_blocks_encrypted	0
Innodb_encryption_n_merge_blocks_decrypted	0
Innodb_encryption_n_rowlog_blocks_encrypted	0
Innodb_encryption_n_rowlog_blocks_decrypted	0
Innodb_encryption_n_temp_blocks_encrypted	0
Innodb_encryption_n_temp_blocks_decrypted	0
Innodb_encryption_num_key_requests	0
Innodb_bulk_operations	0
Key_blocks_not_flushed	0
Key_blocks_unused	53578
Key_blocks_used	0
Key_blocks_warm	0
Key_read_requests	0
Key_reads	0
Key_write_requests	0
Key_writes	0
Last_query_cost	0.000000
Master_gtid_wait_count	0
Master_gtid_wait_time	0
Master_gtid_wait_timeouts	0
Max_memory_used	NULL
Max_statement_time_exceeded	0
Max_tmp_space_used	114688
Max_used_connections	324
Max_used_connections_time	2026-04-23 23:57:33
Memory_used	120296711744
Memory_used_initial	118900841888
Not_flushed_delayed_rows	0
Open_files	35
Open_streams	4
Open_table_definitions	30
Open_tables	1660
Opened_files	5497
Opened_plugin_libraries	0
Opened_table_definitions	29
Opened_tables	1666
Opened_views	0
Optimizer_join_prefixes_check_calls	130386167
Performance_schema_accounts_lost	0
Performance_schema_cond_classes_lost	0
Performance_schema_cond_instances_lost	0
Performance_schema_digest_lost	0
Performance_schema_file_classes_lost	0
Performance_schema_file_handles_lost	0
Performance_schema_file_instances_lost	0
Performance_schema_hosts_lost	0
Performance_schema_index_stat_lost	0
Performance_schema_locker_lost	0
Performance_schema_memory_classes_lost	0
Performance_schema_metadata_lock_lost	0
Performance_schema_mutex_classes_lost	0
Performance_schema_mutex_instances_lost	0
Performance_schema_nested_statement_lost	0
Performance_schema_prepared_statements_lost	0
Performance_schema_program_lost	0
Performance_schema_rwlock_classes_lost	0
Performance_schema_rwlock_instances_lost	0
Performance_schema_session_connect_attrs_lost	0
Performance_schema_socket_classes_lost	0
Performance_schema_socket_instances_lost	0
Performance_schema_stage_classes_lost	0
Performance_schema_statement_classes_lost	0
Performance_schema_table_handles_lost	0
Performance_schema_table_instances_lost	0
Performance_schema_table_lock_stat_lost	0
Performance_schema_thread_classes_lost	0
Performance_schema_thread_instances_lost	0
Performance_schema_users_lost	0
Prepared_stmt_count	0
Qcache_free_blocks	0
Qcache_free_memory	0
Qcache_hits	0
Qcache_inserts	0
Qcache_lowmem_prunes	0
Qcache_not_cached	0
Qcache_queries_in_cache	0
Qcache_total_blocks	0
Queries	11497600289
Query_time	1198425.174814
Questions	233091154
Resultset_metadata_skipped	0
Rows_read	3252873525
Rows_sent	77861516
Rows_tmp_read	196145306
Rpl_semi_sync_master_clients	0
Rpl_semi_sync_master_get_ack	0
Rpl_semi_sync_master_net_avg_wait_time	0
Rpl_semi_sync_master_net_wait_time	0
Rpl_semi_sync_master_net_waits	0
Rpl_semi_sync_master_no_times	0
Rpl_semi_sync_master_no_tx	0
Rpl_semi_sync_master_request_ack	0
Rpl_semi_sync_master_status	OFF
Rpl_semi_sync_master_timefunc_failures	0
Rpl_semi_sync_master_tx_avg_wait_time	0
Rpl_semi_sync_master_tx_wait_time	0
Rpl_semi_sync_master_tx_waits	0
Rpl_semi_sync_master_wait_pos_backtraverse	0
Rpl_semi_sync_master_wait_sessions	0
Rpl_semi_sync_master_yes_tx	0
Rpl_semi_sync_slave_send_ack	0
Rpl_semi_sync_slave_status	OFF
Rpl_status	AUTH_MASTER
Rpl_transactions_multi_engine	0
Select_full_join	0
Select_full_range_join	0
Select_range	3532252
Select_range_check	0
Select_scan	8530
Slave_connections	0
Slave_heartbeat_period	30.000
Slave_open_temp_tables	0
Slave_received_heartbeats	0
Slave_retried_transactions	0
Slave_running	OFF
Slave_skipped_errors	0
Slaves_connected	0
Slaves_running	0
Slow_launch_threads	0
Slow_queries	0
Sort_merge_passes	0
Sort_priority_queue_sorts	102
Sort_range	0
Sort_rows	5100
Sort_scan	102
Ssl_accept_renegotiates	0
Ssl_accepts	3589
Ssl_callback_cache_hits	0
Ssl_cipher	TLS_AES_256_GCM_SHA384
Ssl_cipher_list	TLS_AES_256_GCM_SHA384:TLS_CHACHA20_POLY1305_SHA256:TLS_AES_128_GCM_SHA256:ECDHE-ECDSA-AES256-GCM-SHA384:ECDHE-RSA-AES256-GCM-SHA384:DHE-RSA-AES256-GCM-SHA384:ECDHE-ECDSA-CHACHA20-POLY1305:ECDHE-RSA-CHACHA20-POLY1305:DHE-RSA-CHACHA20-POLY1305:ECDHE-ECDSA-AES128-GCM-SHA256:ECDHE-RSA-AES128-GCM-SHA256:DHE-RSA-AES128-GCM-SHA256:ECDHE-ECDSA-AES256-SHA384:ECDHE-RSA-AES256-SHA384:DHE-RSA-AES256-SHA256:ECDHE-ECDSA-AES128-SHA256:ECDHE-RSA-AES128-SHA256:DHE-RSA-AES128-SHA256:ECDHE-ECDSA-AES256-SHA:ECDHE-RSA-AES256-SHA:DHE-RSA-AES256-SHA:ECDHE-ECDSA-AES128-SHA:ECDHE-RSA-AES128-SHA:DHE-RSA-AES128-SHA:RSA-PSK-AES256-GCM-SHA384:DHE-PSK-AES256-GCM-SHA384:RSA-PSK-CHACHA20-POLY1305:DHE-PSK-CHACHA20-POLY1305:ECDHE-PSK-CHACHA20-POLY1305:AES256-GCM-SHA384:PSK-AES256-GCM-SHA384:PSK-CHACHA20-POLY1305:RSA-PSK-AES128-GCM-SHA256:DHE-PSK-AES128-GCM-SHA256:AES128-GCM-SHA256:PSK-AES128-GCM-SHA256:AES256-SHA256:AES128-SHA256:ECDHE-PSK-AES256-CBC-SHA384:ECDHE-PSK-AES256-CBC-SHA:SRP-RSA-AES-256-CBC-SHA:SRP-AES-256-CBC-SHA:RSA-PSK-AES256-CBC-SHA384:DHE-PSK-AES256-CBC-SHA384:RSA-PSK-AES256-CBC-SHA:DHE-PSK-AES256-CBC-SHA:AES256-SHA:PSK-AES256-CBC-SHA384:PSK-AES256-CBC-SHA:ECDHE-PSK-AES128-CBC-SHA256:ECDHE-PSK-AES128-CBC-SHA:SRP-RSA-AES-128-CBC-SHA:SRP-AES-128-CBC-SHA:RSA-PSK-AES128-CBC-SHA256:DHE-PSK-AES128-CBC-SHA256:RSA-PSK-AES128-CBC-SHA:DHE-PSK-AES128-CBC-SHA:AES128-SHA:PSK-AES128-CBC-SHA256:PSK-AES128-CBC-SHA
Ssl_client_connects	0
Ssl_connect_renegotiates	0
Ssl_ctx_verify_depth	18446744073709551615
Ssl_ctx_verify_mode	5
Ssl_default_timeout	7200
Ssl_finished_accepts	3589
Ssl_finished_connects	0
Ssl_server_not_after	Apr 20 23:53:44 2036 GMT
Ssl_server_not_before	Apr 23 23:53:44 2026 GMT
Ssl_session_cache_hits	0
Ssl_session_cache_misses	0
Ssl_session_cache_mode	SERVER
Ssl_session_cache_overflows	0
Ssl_session_cache_size	128
Ssl_session_cache_timeouts	0
Ssl_sessions_reused	0
Ssl_used_session_cache_entries	0
Ssl_verify_depth	18446744073709551615
Ssl_verify_mode	5
Ssl_version	TLSv1.3
Stack_usage	0
Subquery_cache_hit	0
Subquery_cache_miss	0
Syncs	1871559
Table_locks_immediate	1644
Table_locks_waited	0
Table_open_cache_active_instances	4
Table_open_cache_hits	2179417748
Table_open_cache_misses	1666
Table_open_cache_overflows	0
Tc_log_max_pages_used	0
Tc_log_page_size	0
Tc_log_page_waits	0
Threadpool_idle_threads	0
Threadpool_threads	0
Threads_cached	255
Threads_connected	1
Threads_created	324
Threads_running	1
Tmp_space_used	0
Transactions_gtid_foreign_engine	0
Transactions_multi_engine	0
Update_scan	0
Uptime	4221
Uptime_since_flush_status	4221
wsrep	0
wsrep_applier_thread_count	0
wsrep_cluster_capabilities	
wsrep_cluster_conf_id	-1
wsrep_cluster_size	0
wsrep_cluster_state_uuid	
wsrep_cluster_status	Disconnected
wsrep_connected	OFF
wsrep_local_bf_aborts	0
wsrep_local_index	18446744073709551615
wsrep_provider_capabilities	
wsrep_provider_name	
wsrep_provider_vendor	
wsrep_provider_version	
wsrep_ready	OFF
wsrep_rollbacker_thread_count	0
wsrep_thread_count	0
